"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"30.03.2021","20.227,57","19.926,74","20.315,44","19.926,74","8,14M","1,36%"
"29.03.2021","19.956,89","20.104,64","20.104,64","19.699,18","7,46M","-0,06%"
"26.03.2021","19.968,96","20.104,64","20.235,57","19.865,59","8,66M","-0,88%"
"25.03.2021","20.147,16","20.256,06","20.256,06","19.605,63","10,31M","1,11%"
"24.03.2021","19.926,24","20.615,53","20.754,57","19.926,24","9,83M","-2,91%"
"23.03.2021","20.523,08","20.805,41","21.038,97","20.523,08","8,30M","-1,74%"
"22.03.2021","20.885,69","21.102,12","21.102,12","20.559,78","8,16M","-1,39%"
"19.03.2021","21.181,06","20.703,32","21.181,06","20.703,32","12,34M","2,61%"
"18.03.2021","20.642,34","20.601,53","21.048,29","20.601,53","9,92M","-0,85%"
"17.03.2021","20.820,02","20.402,41","20.820,02","20.049,86","9,43M","2,72%"
"16.03.2021","20.269,46","20.402,41","20.588,09","20.269,46","7,80M","-0,86%"
"15.03.2021","20.445,35","20.507,77","20.507,77","20.187,41","8,22M","-0,57%"
"12.03.2021","20.562,77","20.711,08","20.711,08","20.399,35","8,11M","-0,88%"
"11.03.2021","20.745,90","19.633,69","20.745,90","19.633,69","11,38M","4,34%"
"10.03.2021","19.883,01","19.291,45","19.883,01","19.149,21","11,80M","3,82%"
"09.03.2021","19.151,23","19.291,45","19.291,45","18.726,04","11,43M","0,69%"
"08.03.2021","19.020,39","20.259,25","20.259,25","19.020,39","12,79M","-6,23%"
"05.03.2021","20.284,64","19.622,29","20.312,25","19.622,29","12,23M","2,40%"
"04.03.2021","19.809,03","19.622,29","20.433,80","19.622,29","12,28M","0,16%"
"03.03.2021","19.777,83","19.622,29","19.777,83","18.743,15","14,10M","0,40%"
"02.03.2021","19.698,52","19.762,91","19.780,44","18.881,58","14,04M","0,44%"
"01.03.2021","19.612,21","19.899,41","20.142,07","19.612,21","10,50M","-0,35%"
"26.02.2021","19.682,06","20.562,73","20.562,73","19.682,06","11,77M","-4,32%"
"25.02.2021","20.571,51","21.350,48","21.350,48","20.571,51","8,59M","-3,65%"
"24.02.2021","21.349,74","21.149,22","21.450,01","21.149,22","10,39M","0,83%"
"23.02.2021","21.174,32","20.472,39","21.176,92","20.472,39","14,17M","2,53%"
"22.02.2021","20.652,37","21.957,05","21.957,05","20.286,03","20,72M","-6,16%"
"19.02.2021","22.008,54","21.979,49","22.116,87","21.860,47","9,70M","0,37%"
"18.02.2021","21.928,01","22.234,66","22.283,05","21.853,33","9,95M","-1,59%"
"17.02.2021","22.282,08","22.249,12","22.282,08","21.961,12","7,57M","0,55%"
"12.02.2021","22.160,20","22.249,12","22.257,12","21.959,64","6,38M","0,06%"
"11.02.2021","22.145,91","21.925,97","22.432,44","21.925,97","7,03M","0,67%"
"10.02.2021","21.998,65","22.038,70","22.166,33","21.839,00","7,87M","-0,84%"
"09.02.2021","22.184,59","22.304,64","22.304,64","21.812,51","7,42M","-0,69%"
"08.02.2021","22.339,79","22.316,96","22.518,71","22.201,11","8,06M","0,00%"
"05.02.2021","22.338,77","22.124,63","22.479,78","22.124,63","7,79M","1,83%"
"04.02.2021","21.937,78","22.413,79","22.413,79","21.937,78","7,52M","-1,44%"
"03.02.2021","22.258,01","21.020,42","22.504,14","21.020,42","7,85M","0,78%"
"02.02.2021","22.086,38","21.020,42","22.240,09","21.020,42","11,03M","2,37%"
"01.02.2021","21.575,52","21.020,42","21.585,56","21.020,42","7,68M","2,59%"
"29.01.2021","21.031,08","21.902,84","21.902,84","20.998,48","9,59M","-3,94%"
"28.01.2021","21.893,58","21.532,25","21.990,42","21.323,16","11,37M","2,24%"
"27.01.2021","21.414,43","21.623,76","21.895,98","21.347,22","11,30M","-1,37%"
"26.01.2021","21.711,71","22.256,86","22.256,86","21.557,97","9,95M","1,02%"
"22.01.2021","21.493,32","22.256,86","22.256,86","21.384,82","8,65M","-2,50%"
"21.01.2021","22.045,50","22.559,90","22.619,04","22.045,50","7,43M","-2,28%"
"20.01.2021","22.559,08","22.789,34","22.903,25","22.392,34","7,23M","0,05%"
"19.01.2021","22.546,73","22.971,81","23.068,10","22.527,25","7,34M","-1,49%"
"18.01.2021","22.887,34","22.833,61","23.224,92","22.801,60","6,35M","0,64%"
"15.01.2021","22.742,04","23.468,77","23.468,77","22.742,04","8,26M","-4,17%"
"14.01.2021","23.730,95","22.697,04","23.730,95","22.697,04","8,32M","3,09%"
"13.01.2021","23.018,63","22.697,04","23.373,97","22.697,04","9,05M","-1,45%"
"12.01.2021","23.357,21","22.426,33","23.357,21","22.426,33","8,00M","4,26%"
"11.01.2021","22.403,82","23.301,44","23.301,44","22.289,95","8,70M","-2,96%"
"08.01.2021","23.086,24","22.589,88","23.131,81","22.589,57","11,09M","2,05%"
"07.01.2021","22.621,75","22.014,95","22.679,18","22.014,52","11,77M","0,61%"
"06.01.2021","22.484,43","22.991,73","22.991,73","22.362,89","10,82M","-0,57%"
"05.01.2021","22.612,27","22.991,73","22.991,73","21.920,67","8,51M","0,77%"
"04.01.2021","22.438,97","22.470,98","22.289,26","22.721,98","8,74M","-2,25%"
"30.12.2020","22.955,51","22.991,73","23.123,08","22.886,28","6,25M","0,06%"
"29.12.2020","22.941,80","22.741,68","23.078,57","22.741,68","6,24M","1,09%"
"28.12.2020","22.694,37","22.748,97","22.757,48","22.488,72","6,68M","0,20%"
"23.12.2020","22.648,42","22.662,32","22.869,18","22.545,36","5,93M","0,33%"
"22.12.2020","22.573,08","23.150,43","23.150,43","22.470,38","6,14M","0,08%"
"21.12.2020","22.554,55","23.150,43","23.150,43","22.249,16","8,85M","-3,07%"
"18.12.2020","23.267,80","23.395,49","23.415,15","23.206,14","4,58M","-0,23%"
"17.12.2020","23.321,51","22.791,28","23.520,34","22.791,28","7,03M","0,57%"
"16.12.2020","23.189,14","22.791,28","23.189,14","22.623,60","9,19M","1,44%"
"15.12.2020","22.858,94","22.663,41","22.858,94","22.489,97","7,48M","1,89%"
"14.12.2020","22.435,52","22.716,17","22.886,20","22.435,52","7,46M","-1,32%"
"11.12.2020","22.735,34","22.112,64","22.793,04","22.112,64","7,76M","-0,84%"
"10.12.2020","22.927,76","22.112,64","22.927,76","22.112,64","11,12M","4,93%"
"09.12.2020","21.851,43","22.351,12","22.351,12","21.851,43","7,68M","-1,60%"
"08.12.2020","22.206,38","22.267,26","22.465,55","22.158,99","8,23M","0,19%"
"07.12.2020","22.164,23","22.002,03","22.451,78","22.002,03","9,03M","0,12%"
"04.12.2020","22.138,43","21.754,34","22.138,43","21.720,26","8,26M","1,83%"
"03.12.2020","21.739,96","21.406,76","21.964,26","21.406,76","10,81M","1,79%"
"02.12.2020","21.356,84","20.677,16","21.491,24","20.677,16","9,01M","-0,02%"
"01.12.2020","21.360,97","20.677,16","21.360,97","20.631,12","10,64M","4,90%"
"30.11.2020","20.362,24","20.677,16","20.808,77","20.362,24","10,39M","-1,76%"
"27.11.2020","20.727,81","20.721,61","20.865,13","20.595,47","8,31M","0,26%"
"26.11.2020","20.673,91","20.584,75","20.717,20","20.569,28","5,69M","-0,28%"
"25.11.2020","20.731,24","20.319,14","20.731,24","20.319,14","8,05M","1,35%"
"24.11.2020","20.455,73","19.950,56","20.455,73","19.870,18","11,32M","3,47%"
"23.11.2020","19.770,30","19.822,89","19.972,38","19.703,92","9,11M","0,60%"
"20.11.2020","19.652,09","20.004,10","20.004,10","19.652,09","6,63M","-2,35%"
"19.11.2020","20.124,51","20.050,11","20.124,51","19.793,22","8,06M","1,57%"
"18.11.2020","19.812,87","19.874,27","20.305,19","19.812,87","9,59M","-1,55%"
"17.11.2020","20.124,43","19.094,31","20.124,43","19.094,31","9,57M","2,66%"
"16.11.2020","19.602,89","19.094,31","19.652,81","19.094,31","11,01M","2,32%"
"13.11.2020","19.158,39","18.952,22","19.158,39","18.689,60","9,08M","2,16%"
"12.11.2020","18.752,81","19.404,23","19.416,25","18.752,81","9,87M","-3,36%"
"11.11.2020","19.405,29","19.569,18","19.569,18","19.280,82","10,25M","-0,03%"
"10.11.2020","19.411,39","19.599,80","19.697,94","19.268,51","15,79M","1,00%"
"09.11.2020","19.220,02","18.744,47","18.744,47","19.522,92","17,41M","2,16%"
"06.11.2020","18.812,82","18.780,28","18.846,22","18.609,99","8,38M","3,17%"
"05.11.2020","18.235,55","17.714,54","18.266,36","17.714,44","10,46M","5,83%"
"04.11.2020","17.231,68","16.873,48","17.267,39","16.861,78","9,86M","2,95%"
"03.11.2020","16.737,76","16.282,16","16.936,53","16.282,16","9,45M","2,31%"
"30.10.2020","16.359,89","16.709,99","16.734,60","16.211,39","10,64M","-2,11%"
"29.10.2020","16.712,61","16.502,58","16.730,97","16.159,64","12,70M","0,84%"
"28.10.2020","16.574,19","17.632,91","17.632,91","16.638,24","11,05M","-0,14%"
"27.10.2020","16.597,13","17.333,10","17.333,10","16.597,13","11,05M","-7,62%"
"26.10.2020","17.965,75","18.045,38","18.071,76","17.712,76","8,07M","-0,33%"
"23.10.2020","18.025,77","18.142,90","18.196,28","18.013,06","7,56M","-1,10%"
"22.10.2020","18.226,77","17.955,89","18.278,64","17.955,89","9,56M","1,57%"
"21.10.2020","17.945,69","17.613,20","18.140,34","17.613,20","8,66M","0,05%"
"20.10.2020","17.937,04","17.613,20","18.042,74","17.613,20","8,80M","1,95%"
"19.10.2020","17.593,48","17.486,72","17.836,94","17.486,72","9,93M","1,03%"
"16.10.2020","17.414,63","17.635,94","17.639,97","17.414,63","7,84M","-1,29%"
"15.10.2020","17.642,70","17.842,60","17.842,60","17.408,79","8,34M","-0,67%"
"14.10.2020","17.761,12","17.635,54","17.886,22","17.635,54","8,89M","0,44%"
"13.10.2020","17.683,09","17.600,42","17.724,50","17.426,91","7,87M","0,36%"
"09.10.2020","17.619,96","17.426,09","17.809,57","17.426,09","10,81M","0,77%"
"08.10.2020","17.484,88","17.055,19","17.484,88","16.999,95","11,16M","2,79%"
"07.10.2020","17.010,26","17.322,02","17.322,02","16.939,34","9,83M","-0,48%"
"06.10.2020","17.092,73","17.069,82","17.646,06","17.069,82","11,30M","-0,84%"
"05.10.2020","17.237,89","16.866,58","17.296,19","16.860,27","8,62M","4,21%"
"02.10.2020","16.541,86","16.917,62","17.003,02","16.541,86","8,58M","-2,22%"
"01.10.2020","16.917,72","16.762,79","16.919,10","16.584,70","9,24M","0,32%"
"30.09.2020","16.863,64","16.557,71","16.903,97","16.557,71","9,45M","1,63%"
"29.09.2020","16.593,73","17.427,89","17.427,89","16.526,27","8,74M","-0,74%"
"28.09.2020","16.717,82","17.427,89","17.602,54","16.717,82","10,51M","-4,18%"
"25.09.2020","17.447,18","17.310,38","17.447,18","17.181,10","7,35M","-0,90%"
"24.09.2020","17.605,26","17.310,38","17.605,26","17.170,34","9,33M","2,92%"
"23.09.2020","17.106,04","17.818,73","17.818,73","17.106,04","8,83M","-3,67%"
"22.09.2020","17.758,67","17.818,73","17.982,09","17.743,91","7,28M","-0,96%"
"21.09.2020","17.931,00","18.584,94","18.584,94","17.603,03","9,05M","-1,67%"
"18.09.2020","18.235,39","18.976,08","18.976,08","18.235,39","11,37M","-4,55%"
"17.09.2020","19.105,19","18.976,08","19.105,19","18.742,56","7,86M","0,32%"
"16.09.2020","19.044,97","19.024,09","19.164,48","18.974,03","7,14M","0,21%"
"15.09.2020","19.005,89","18.928,04","19.147,49","18.900,42","9,22M","-0,06%"
"14.09.2020","19.016,59","18.673,54","19.016,59","18.567,44","8,18M","2,81%"
"11.09.2020","18.497,32","18.673,54","18.815,23","18.497,32","9,11M","-0,45%"
"10.09.2020","18.581,42","19.105,07","19.183,16","18.581,42","8,89M","-2,63%"
"09.09.2020","19.083,80","18.634,14","19.159,15","18.634,14","7,96M","2,24%"
"08.09.2020","18.665,08","18.980,10","18.980,10","18.507,96","8,48M","-2,22%"
"04.09.2020","19.088,70","18.980,10","19.223,68","18.727,62","11,33M","0,29%"
"03.09.2020","19.033,65","18.965,46","19.449,73","18.795,01","12,61M","-0,21%"
"02.09.2020","19.074,65","19.016,56","19.135,36","18.772,08","7,56M","0,70%"
"01.09.2020","18.942,73","18.166,23","19.029,50","18.166,23","9,38M","4,67%"
"31.08.2020","18.098,21","17.985,91","18.670,66","17.985,91","12,23M","-4,45%"
"28.08.2020","18.941,13","17.985,91","18.719,85","17.985,91","7,67M","4,80%"
"27.08.2020","18.073,84","18.238,42","18.238,42","17.847,52","6,05M","0,76%"
"26.08.2020","17.937,13","18.238,42","18.414,58","17.846,63","9,86M","-3,22%"
"25.08.2020","18.534,82","18.283,56","18.534,82","18.149,93","8,17M","1,66%"
"24.08.2020","18.232,65","18.094,97","18.271,32","18.094,93","7,72M","0,92%"
"21.08.2020","18.066,86","18.055,87","18.074,78","17.869,53","9,10M","-1,06%"
"20.08.2020","18.260,13","18.149,46","18.310,74","17.839,66","9,40M","0,58%"
"19.08.2020","18.154,50","18.676,40","18.676,40","18.154,50","10,03M","-2,48%"
"18.08.2020","18.616,41","18.824,21","18.824,21","18.223,52","7,52M","3,00%"
"17.08.2020","18.074,57","18.824,21","18.824,21","18.074,57","10,82M","-3,32%"
"14.08.2020","18.694,89","18.824,21","18.890,41","18.654,07","8,58M","-0,11%"
"13.08.2020","18.714,72","19.023,52","19.231,92","18.663,76","10,72M","-0,49%"
"12.08.2020","18.807,78","18.824,21","18.904,77","18.461,41","10,11M","-0,89%"
"11.08.2020","18.975,82","18.955,02","19.235,60","18.823,90","9,36M","0,60%"
"10.08.2020","18.862,96","18.955,02","19.233,86","18.781,32","8,26M","-0,20%"
"07.08.2020","18.900,55","19.485,68","19.485,68","18.803,87","10,34M","-3,23%"
"06.08.2020","19.531,91","19.485,68","19.564,48","19.240,94","9,69M","0,57%"
"05.08.2020","19.421,84","20.110,05","20.110,05","19.187,16","10,92M","1,52%"
"04.08.2020","19.131,98","20.110,05","20.110,05","18.754,47","12,03M","-1,02%"
"03.08.2020","19.328,21","19.343,80","19.522,45","19.229,40","10,90M","-1,92%"
"31.07.2020","19.707,06","20.110,05","20.270,65","19.707,06","12,93M","-3,26%"
"30.07.2020","20.370,26","20.485,97","20.486,28","20.159,06","9,59M","-0,06%"
"29.07.2020","20.381,58","20.110,05","20.569,30","20.110,05","9,24M","1,08%"
"28.07.2020","20.164,45","19.808,25","20.216,49","19.808,25","9,09M","-0,58%"
"27.07.2020","20.282,67","19.808,25","20.282,67","19.732,96","9,62M","3,63%"
"24.07.2020","19.572,45","19.808,25","19.808,25","19.343,83","9,80M","-0,22%"
"23.07.2020","19.614,64","18.719,80","20.322,88","18.719,80","10,37M","-3,74%"
"22.07.2020","20.376,81","18.719,80","20.542,01","18.719,80","10,83M","1,11%"
"21.07.2020","20.152,57","18.719,80","20.171,24","18.719,80","11,11M","2,96%"
"20.07.2020","19.573,27","18.719,80","19.573,27","18.719,80","8,93M","2,50%"
"17.07.2020","19.096,70","18.719,80","19.253,99","18.719,80","10,43M","1,33%"
"16.07.2020","18.845,19","18.719,80","19.007,41","18.702,65","8,13M","-0,59%"
"15.07.2020","18.957,17","18.719,80","19.091,99","18.719,80","9,29M","1,27%"
"14.07.2020","18.719,64","18.719,80","18.719,80","18.107,07","10,02M","2,54%"
"13.07.2020","18.255,93","18.719,80","18.858,95","18.255,93","10,38M","-2,67%"
"10.07.2020","18.757,49","18.657,02","18.757,49","18.478,62","9,15M","1,07%"
"09.07.2020","18.558,05","18.657,02","18.913,99","18.558,05","9,47M","-0,67%"
"08.07.2020","18.683,84","18.150,38","18.694,88","18.150,38","9,14M","2,92%"
"07.07.2020","18.154,15","18.150,38","18.558,29","18.150,38","8,95M","-1,73%"
"06.07.2020","18.474,28","18.150,38","18.699,83","18.150,38","9,49M","1,43%"
"03.07.2020","18.213,70","18.150,38","18.213,70","17.951,45","5,35M","1,45%"
"02.07.2020","17.953,44","17.593,75","18.457,27","17.593,75","10,06M","-0,45%"
"01.07.2020","18.035,43","17.593,75","18.053,86","17.593,75","6,94M","3,73%"
"30.06.2020","17.387,51","17.593,75","17.593,75","17.314,98","10,14M","-1,83%"
"29.06.2020","17.711,38","15.642,46","17.711,38","15.642,46","8,91M","3,44%"
"26.06.2020","17.121,67","15.642,46","17.571,17","15.642,46","8,44M","-4,30%"
"25.06.2020","17.890,27","15.642,46","18.066,42","15.642,46","8,70M","1,33%"
"24.06.2020","17.655,64","15.642,46","18.305,48","15.642,46","8,47M","-5,19%"
"23.06.2020","18.621,49","15.642,46","18.668,24","15.642,46","9,75M","2,72%"
"22.06.2020","18.128,15","15.642,46","18.550,44","15.642,46","8,26M","-0,08%"
"19.06.2020","18.142,04","15.642,46","18.245,47","15.642,46","9,54M","1,54%"
"18.06.2020","17.867,14","15.642,46","18.164,21","15.642,46","10,01M","-2,15%"
"17.06.2020","18.260,00","15.642,46","18.404,97","15.642,46","11,13M","2,30%"
"16.06.2020","17.849,63","15.642,46","18.568,13","18.016,47","12,03M","-0,38%"
"15.06.2020","17.917,51","15.642,46","17.948,53","15.642,46","13,32M","-2,51%"
"12.06.2020","18.378,03","15.642,46","18.802,64","15.642,46","12,79M","-3,50%"
"10.06.2020","19.044,22","15.642,46","19.973,37","15.642,46","11,74M","-3,52%"
"09.06.2020","19.738,95","15.642,46","19.906,69","15.642,46","11,28M","-2,57%"
"08.06.2020","20.260,33","15.642,46","20.260,33","15.642,46","11,10M","6,20%"
"05.06.2020","19.078,12","15.642,46","19.561,52","15.642,46","13,32M","4,07%"
"04.06.2020","18.331,44","15.642,46","18.444,65","15.642,46","11,49M","-0,11%"
"03.06.2020","18.351,58","15.642,46","18.552,77","15.642,46","15,14M","4,90%"
"02.06.2020","17.495,12","15.642,46","17.310,86","15.642,46","11,83M","5,92%"
"01.06.2020","16.517,26","15.642,46","16.597,87","15.642,46","9,85M","0,89%"
"29.05.2020","16.372,12","15.642,46","16.372,12","15.642,46","16,55M","1,80%"
"28.05.2020","16.083,36","15.642,46","16.496,68","15.642,46","10,12M","-3,55%"
"27.05.2020","16.676,06","15.642,46","16.676,06","15.642,46","11,21M","4,40%"
"26.05.2020","15.972,66","15.642,46","16.262,73","15.642,46","12,03M","1,49%"
"25.05.2020","15.737,99","14.822,82","15.737,99","14.822,82","8,76M","7,92%"
"22.05.2020","14.582,99","14.822,82","14.822,82","14.596,31","1,81M","-2,53%"
"21.05.2020","14.961,31","15.320,86","15.320,86","14.517,54","11,40M","4,71%"
"20.05.2020","14.288,25","15.320,86","15.320,86","14.174,29","9,52M","1,81%"
"19.05.2020","14.034,21","15.320,86","15.320,86","14.034,21","10,74M","-1,19%"
"18.05.2020","14.202,99","15.320,86","15.320,86","13.521,48","11,53M","7,17%"
"15.05.2020","13.252,55","15.320,86","15.320,86","13.252,55","11,72M","-2,52%"
"14.05.2020","13.594,54","15.320,86","15.320,86","12.750,89","13,82M","2,86%"
"13.05.2020","13.216,44","15.320,86","15.320,86","13.073,06","11,58M","-1,69%"
"12.05.2020","13.443,47","15.320,86","15.320,86","13.443,47","7,98M","-1,04%"
"11.05.2020","13.584,16","15.320,86","15.320,86","13.584,16","9,78M","-3,16%"
"08.05.2020","14.027,39","15.320,86","15.320,86","13.556,97","10,73M","4,79%"
"07.05.2020","13.386,78","15.320,86","15.320,86","13.376,07","13,81M","-3,26%"
"06.05.2020","13.838,28","15.320,86","15.320,86","13.773,74","9,78M","-2,91%"
"05.05.2020","14.252,93","15.320,86","15.320,86","14.252,78","9,15M","0,17%"
"04.05.2020","14.229,36","15.320,86","15.320,86","13.911,27","8,59M","-3,10%"
"30.04.2020","14.684,69","15.320,86","15.326,79","14.684,69","11,80M","-5,76%"
"29.04.2020","15.582,78","15.582,78","15.399,83","14.873,83","11,72M","5,50%"
"28.04.2020","14.770,88","14.873,83","14.873,83","14.053,07","12,94M","6,68%"
"27.04.2020","13.846,55","14.873,83","14.873,83","13.367,15","10,66M","8,12%"
"24.04.2020","12.806,13","14.873,83","14.873,83","12.806,13","6,80M","-11,01%"
"23.04.2020","14.390,81","14.873,83","15.044,43","14.390,81","10,82M","-2,66%"
"22.04.2020","14.784,36","14.873,83","15.078,42","14.667,77","9,85M","-0,47%"
"20.04.2020","14.853,44","14.856,42","15.066,58","14.471,65","8,87M","-1,54%"
"17.04.2020","15.085,13","14.861,15","15.248,64","14.849,12","8,32M","1,55%"
"16.04.2020","14.855,25","14.873,83","15.307,55","14.789,16","9,03M","-1,21%"
"15.04.2020","15.037,14","14.873,83","15.223,55","14.750,09","9,76M","-2,84%"
"14.04.2020","15.477,40","14.873,83","15.750,17","14.873,83","8,59M","-0,03%"
"13.04.2020","15.481,75","15.274,34","15.820,66","15.274,34","7,65M","1,78%"
"09.04.2020","15.210,88","15.398,42","15.748,50","15.166,80","10,75M","-0,96%"
"08.04.2020","15.357,72","14.873,83","15.357,72","14.604,67","10,21M","5,10%"
"07.04.2020","14.611,89","14.873,83","15.294,76","14.188,19","11,29M","4,23%"
"06.04.2020","14.019,54","14.873,83","14.873,83","13.257,52","9,69M","7,87%"
"03.04.2020","12.996,21","14.873,83","14.873,83","12.802,50","10,41M","-5,49%"
"02.04.2020","13.750,51","14.873,83","14.873,83","13.478,36","10,54M","1,80%"
"01.04.2020","13.507,81","14.873,83","13.933,62","13.276,69","10,09M","-3,69%"
"31.03.2020","14.025,80","14.873,83","14.873,83","13.925,30","11,14M","-2,40%"
"30.03.2020","14.371,43","14.138,68","14.523,59","14.091,23","9,03M","-0,18%"
"27.03.2020","14.397,94","14.873,83","15.206,12","14.296,05","10,30M","-6,85%"
"26.03.2020","15.457,22","14.873,83","15.768,00","14.983,45","12,76M","3,93%"
"25.03.2020","14.873,16","14.873,83","15.130,95","13.680,39","12,95M","8,77%"
"24.03.2020","13.674,56","12.473,41","14.028,76","12.473,41","11,68M","10,70%"
"23.03.2020","12.353,21","14.873,83","14.873,83","12.236,97","11,96M","-6,90%"
"20.03.2020","13.268,71","14.873,83","14.873,83","13.160,57","15,15M","-1,05%"
"19.03.2020","13.409,70","13.125,34","13.751,07","12.106,39","16,14M","2,36%"
"18.03.2020","13.100,22","14.604,49","14.604,49","12.444,53","16,75M","-12,07%"
"17.03.2020","14.898,42","14.211,64","15.425,00","14.132,76","14,95M","4,67%"
"16.03.2020","14.233,04","16.512,32","16.512,32","14.170,40","12,85M","-16,37%"
"13.03.2020","17.018,92","14.948,85","17.241,15","14.948,85","15,77M","12,34%"
"12.03.2020","15.149,77","17.763,14","17.763,14","14.295,20","12,01M","-14,38%"
"11.03.2020","17.693,85","19.154,51","19.154,51","16.784,84","11,79M","-10,92%"
"10.03.2020","19.863,11","18.539,79","19.866,51","18.539,79","13,53M","9,00%"
"09.03.2020","18.222,61","20.745,29","20.745,29","18.182,90","14,65M","-13,96%"
"06.03.2020","21.179,79","22.094,82","22.094,82","20.939,69","11,86M","-4,55%"
"05.03.2020","22.189,40","23.271,02","23.271,02","21.821,06","8,60M","-5,12%"
"04.03.2020","23.387,40","23.020,10","23.514,93","22.911,45","8,41M","0,04%"
"03.03.2020","23.377,89","23.620,05","24.101,45","23.127,06","9,39M","-1,91%"
"02.03.2020","23.832,23","23.303,42","23.965,14","23.196,08","8,86M","2,34%"
"28.02.2020","23.287,41","23.021,83","23.287,41","22.343,90","11,23M","1,44%"
"27.02.2020","22.956,14","23.564,05","23.774,84","22.956,14","10,36M","-3,37%"
"26.02.2020","23.755,85","25.537,40","25.537,40","23.606,31","","-8,27%"
"21.02.2020","25.898,49","26.104,33","26.104,33","25.666,09","5,90M","-0,70%"
"20.02.2020","26.082,04","26.521,66","26.529,59","26.034,90","6,79M","-2,29%"
"19.02.2020","26.694,22","26.342,39","26.700,57","26.294,77","6,33M","1,13%"
"18.02.2020","26.396,97","26.473,18","26.473,18","26.065,17","5,11M","-0,94%"
"17.02.2020","26.648,74","26.434,33","26.738,24","26.434,33","3,96M","0,12%"
"14.02.2020","26.616,26","26.914,58","26.914,58","26.558,47","5,34M","0,10%"
"13.02.2020","26.590,28","26.819,55","26.819,55","26.392,17","5,64M","-0,75%"
"12.02.2020","26.792,08","26.492,88","27.000,31","26.492,88","7,18M","0,59%"
"11.02.2020","26.634,64","25.988,96","26.682,11","25.988,96","6,77M","2,33%"
"10.02.2020","26.029,02","26.306,73","26.400,40","25.928,23","7,49M","-1,16%"
"07.02.2020","26.333,89","26.662,49","26.662,49","26.333,62","6,59M","-2,10%"
"06.02.2020","26.899,72","27.096,64","27.411,57","26.790,59","7,38M","-1,81%"
"05.02.2020","27.395,53","27.285,59","27.790,36","27.285,51","7,17M","0,86%"
"04.02.2020","27.161,06","26.943,37","27.395,84","26.943,37","5,83M","0,65%"
"03.02.2020","26.986,82","26.782,32","27.144,62","26.713,30","5,51M","1,58%"
"31.01.2020","26.567,16","26.977,63","26.977,63","26.424,18","6,22M","-2,43%"
"30.01.2020","27.227,91","27.191,84","27.227,91","26.590,97","6,32M","-0,18%"
"29.01.2020","27.275,81","27.538,11","27.698,10","27.223,54","5,10M","-1,78%"
"28.01.2020","27.770,78","27.294,75","27.846,53","27.292,90","5,23M","2,06%"
"27.01.2020","27.209,64","28.128,23","28.128,23","27.184,38","6,10M","-3,89%"
"24.01.2020","28.310,22","28.585,55","28.601,21","28.246,11","4,32M","-1,23%"
"23.01.2020","28.661,64","28.389,19","28.663,36","28.032,98","6,57M","1,26%"
"22.01.2020","28.305,69","27.981,51","28.307,99","27.981,51","5,77M","1,89%"
"21.01.2020","27.781,98","28.217,57","28.217,57","27.781,98","5,09M","-2,07%"
"20.01.2020","28.369,28","28.277,81","28.369,28","28.146,34","3,84M","-0,35%"
"17.01.2020","28.469,41","28.044,48","28.469,57","28.044,48","4,95M","2,08%"
"16.01.2020","27.888,31","27.819,17","27.984,22","27.710,81","5,42M","0,02%"
"15.01.2020","27.881,67","28.173,40","28.173,40","27.827,49","5,57M","-2,05%"
"14.01.2020","28.464,50","28.390,14","28.482,11","28.217,04","5,36M","0,60%"
"13.01.2020","28.294,33","27.854,76","28.296,22","27.854,76","5,69M","0,34%"
"10.01.2020","28.199,08","28.307,56","28.502,17","28.064,54","4,78M","-0,47%"
"09.01.2020","28.331,61","28.405,01","28.544,91","28.200,53","5,95M","-0,94%"
"08.01.2020","28.599,17","28.702,57","28.866,78","28.462,87","5,91M","-0,28%"
"07.01.2020","28.680,78","28.732,36","28.782,54","28.509,53","4,85M","-0,33%"
"06.01.2020","28.776,32","28.980,37","28.980,37","28.626,33","6,57M","-0,57%"
"03.01.2020","28.942,60","29.153,52","29.209,44","28.852,58","","-1,73%"
"02.01.2020","29.451,84","28.726,27","29.451,84","28.725,53","","2,36%"
