"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"30.03.2021","116.850","115.414","117.090","114.999","8,14M","1,24%"
"29.03.2021","115.419","114.776","115.553","114.096","7,46M","0,56%"
"26.03.2021","114.781","113.750","115.416","113.305","8,66M","0,91%"
"25.03.2021","113.750","112.065","114.024","110.927","10,31M","1,50%"
"24.03.2021","112.064","113.272","114.823","112.064","9,83M","-1,06%"
"23.03.2021","113.262","114.977","115.599","113.062","8,30M","-1,49%"
"22.03.2021","114.979","116.222","116.225","113.620","8,16M","-1,07%"
"19.03.2021","116.222","114.837","116.446","114.610","12,34M","1,21%"
"18.03.2021","114.835","116.549","116.751","114.302","9,92M","-1,47%"
"17.03.2021","116.549","114.018","116.736","113.428","9,43M","2,22%"
"16.03.2021","114.019","114.845","114.974","113.370","7,80M","-0,72%"
"15.03.2021","114.851","114.093","114.903","113.635","8,22M","0,60%"
"12.03.2021","114.160","114.984","114.984","113.253","8,11M","-0,72%"
"11.03.2021","114.984","112.782","115.127","112.776","12,09M","1,96%"
"10.03.2021","112.776","111.331","112.928","109.999","12,51M","1,30%"
"09.03.2021","111.331","110.611","112.525","109.343","12,14M","0,65%"
"08.03.2021","110.612","115.202","115.202","110.268","13,70M","-3,98%"
"05.03.2021","115.202","112.690","115.504","112.504","13,25M","2,23%"
"04.03.2021","112.690","111.191","114.433","111.163","14,22M","1,35%"
"03.03.2021","111.184","111.529","112.398","107.466","15,14M","-0,32%"
"02.03.2021","111.540","110.328","112.428","107.319","14,82M","1,09%"
"01.03.2021","110.335","110.036","112.445","110.036","11,24M","0,27%"
"26.02.2021","110.035","112.260","113.466","109.827","14,62M","-1,98%"
"25.02.2021","112.256","115.668","116.506","111.764","12,47M","-2,95%"
"24.02.2021","115.668","115.229","116.208","114.668","11,40M","0,38%"
"23.02.2021","115.227","112.676","115.380","112.667","15,17M","2,27%"
"22.02.2021","112.668","118.388","118.388","111.650","21,77M","-4,87%"
"19.02.2021","118.431","119.199","119.250","117.867","10,40M","-0,64%"
"18.02.2021","119.199","120.361","120.845","118.515","10,72M","-0,96%"
"17.02.2021","120.356","119.421","120.597","118.880","8,33M","0,78%"
"12.02.2021","119.429","119.300","119.763","118.163","7,66M","0,11%"
"11.02.2021","119.300","118.440","120.283","118.440","7,57M","0,73%"
"10.02.2021","118.435","119.472","119.738","117.970","8,64M","-0,87%"
"09.02.2021","119.472","119.696","119.975","118.246","7,91M","-0,19%"
"08.02.2021","119.696","120.239","120.844","119.140","8,62M","-0,45%"
"05.02.2021","120.240","119.261","121.117","119.261","8,21M","0,82%"
"04.02.2021","119.261","119.728","120.560","118.918","8,10M","-0,39%"
"03.02.2021","119.725","118.235","120.210","118.234","8,70M","1,26%"
"02.02.2021","118.234","117.520","119.805","117.519","11,63M","0,61%"
"01.02.2021","117.518","115.093","117.862","115.093","8,72M","2,13%"
"29.01.2021","115.068","118.880","118.880","114.973","10,97M","-3,21%"
"28.01.2021","118.883","115.882","119.355","115.734","12,07M","2,59%"
"27.01.2021","115.882","116.463","117.840","114.887","12,38M","-0,50%"
"26.01.2021","116.464","117.381","119.167","116.109","10,68M","-0,78%"
"22.01.2021","117.380","118.318","118.318","116.109","9,37M","-0,80%"
"21.01.2021","118.329","119.628","120.243","117.785","8,57M","-1,10%"
"20.01.2021","119.646","120.645","121.449","118.740","7,95M","-0,82%"
"19.01.2021","120.636","121.250","122.120","119.257","7,89M","-0,50%"
"18.01.2021","121.242","120.351","122.586","120.351","7,22M","0,74%"
"15.01.2021","120.349","123.472","123.472","120.185","9,39M","-2,54%"
"14.01.2021","123.481","121.947","123.896","121.947","8,97M","1,27%"
"13.01.2021","121.933","123.996","124.032","121.016","10,29M","-1,67%"
"12.01.2021","123.998","123.255","124.584","123.227","8,95M","0,60%"
"11.01.2021","123.255","125.075","125.075","122.506","9,54M","-1,46%"
"08.01.2021","125.077","122.387","125.324","122.386","11,09M","2,20%"
"07.01.2021","122.386","119.103","122.697","119.101","11,77M","2,76%"
"06.01.2021","119.100","119.377","120.924","118.917","11,64M","-0,23%"
"05.01.2021","119.376","118.835","119.790","116.756","9,26M","0,44%"
"04.01.2021","118.855","119.024","120.354","118.062","8,74M","-0,14%"
"30.12.2020","119.017","119.410","120.150","118.919","8,24M","-0,33%"
"29.12.2020","119.409","119.130","119.861","118.750","6,77M","0,24%"
"28.12.2020","119.124","117.806","119.213","117.805","7,17M","1,12%"
"23.12.2020","117.807","116.636","118.311","116.636","6,48M","1,00%"
"22.12.2020","116.636","115.825","116.903","115.648","6,95M","0,70%"
"21.12.2020","115.823","118.021","118.021","114.730","10,35M","-1,86%"
"18.12.2020","118.024","118.395","119.370","117.638","8,64M","-0,32%"
"17.12.2020","118.401","117.864","119.027","117.856","7,70M","0,46%"
"16.12.2020","117.857","116.149","118.178","115.496","9,81M","1,47%"
"15.12.2020","116.149","114.613","116.390","114.613","8,20M","1,34%"
"14.12.2020","114.611","115.137","115.740","114.431","8,19M","-0,45%"
"11.12.2020","115.128","115.128","115.527","113.949","8,37M","0,00%"
"10.12.2020","115.129","113.002","115.262","112.732","11,80M","1,88%"
"09.12.2020","113.001","113.799","114.020","112.567","8,43M","-0,70%"
"08.12.2020","113.793","113.590","114.381","112.820","8,81M","0,18%"
"07.12.2020","113.590","113.751","114.531","112.629","9,63M","-0,14%"
"04.12.2020","113.750","112.294","113.864","112.294","8,89M","1,30%"
"03.12.2020","112.292","111.874","113.377","111.874","11,47M","0,37%"
"02.12.2020","111.879","111.402","112.315","110.579","9,81M","0,43%"
"01.12.2020","111.400","108.897","111.840","108.897","11,32M","2,30%"
"30.11.2020","108.893","110.598","110.934","108.829","19,30M","-1,52%"
"27.11.2020","110.575","110.229","111.603","110.161","8,79M","0,32%"
"26.11.2020","110.227","110.133","110.245","109.418","6,17M","0,09%"
"25.11.2020","110.133","109.786","110.596","109.315","8,56M","0,32%"
"24.11.2020","109.786","107.378","109.956","107.361","11,93M","2,24%"
"23.11.2020","107.379","106.050","107.495","106.050","9,69M","1,26%"
"20.11.2020","106.042","106.670","106.764","105.680","7,10M","-0,59%"
"19.11.2020","106.670","106.117","106.973","105.545","8,56M","0,52%"
"18.11.2020","106.119","107.246","107.467","106.043","10,34M","-1,05%"
"17.11.2020","107.249","106.430","107.810","105.847","10,31M","0,77%"
"16.11.2020","106.430","104.729","106.518","104.729","11,72M","1,63%"
"13.11.2020","104.723","102.509","104.726","102.509","9,77M","2,16%"
"12.11.2020","102.507","104.810","105.019","102.034","10,86M","-2,20%"
"11.11.2020","104.809","105.067","105.462","104.143","10,84M","-0,25%"
"10.11.2020","105.067","103.516","105.758","103.453","16,67M","1,50%"
"09.11.2020","103.515","100.954","105.147","100.954","17,41M","2,57%"
"06.11.2020","100.925","100.751","101.104","99.837","8,38M","0,17%"
"05.11.2020","100.751","97.873","100.922","97.872","10,46M","2,95%"
"04.11.2020","97.867","95.992","98.296","95.987","10,70M","1,97%"
"03.11.2020","95.980","93.968","96.350","93.968","10,19M","2,16%"
"30.10.2020","93.952","96.579","96.579","93.559","10,64M","-2,72%"
"29.10.2020","96.582","95.368","96.688","93.387","12,70M","1,27%"
"28.10.2020","95.369","99.598","99.598","95.369","11,05M","-4,25%"
"27.10.2020","99.606","101.017","101.660","99.414","8,67M","-1,40%"
"26.10.2020","101.017","101.260","101.784","99.762","8,07M","-0,24%"
"23.10.2020","101.260","101.918","102.218","101.188","7,56M","-0,65%"
"22.10.2020","101.918","100.553","102.020","100.457","9,56M","1,36%"
"21.10.2020","100.552","100.541","101.586","100.149","8,66M","0,01%"
"20.10.2020","100.540","98.664","100.722","98.664","8,80M","1,91%"
"19.10.2020","98.658","98.310","99.917","98.310","9,93M","0,35%"
"16.10.2020","98.309","99.054","99.172","98.309","7,84M","-0,75%"
"15.10.2020","99.054","99.328","99.486","97.778","8,34M","-0,28%"
"14.10.2020","99.334","98.502","99.571","98.501","8,90M","0,84%"
"13.10.2020","98.503","97.483","98.998","97.336","7,87M","1,05%"
"09.10.2020","97.483","97.924","98.642","97.161","10,81M","-0,45%"
"08.10.2020","97.920","95.530","97.938","95.530","11,16M","2,51%"
"07.10.2020","95.526","95.616","96.380","94.881","9,83M","-0,09%"
"06.10.2020","95.615","96.091","97.405","95.211","11,30M","-0,49%"
"05.10.2020","96.089","94.019","96.414","93.984","8,62M","2,21%"
"02.10.2020","94.016","95.475","95.996","93.897","8,58M","-1,53%"
"01.10.2020","95.479","94.604","95.486","93.599","9,24M","0,93%"
"30.09.2020","94.603","93.586","95.340","93.584","9,49M","1,09%"
"29.09.2020","93.580","94.665","95.505","93.408","8,74M","-1,15%"
"28.09.2020","94.666","97.005","98.314","94.371","10,51M","-2,41%"
"25.09.2020","96.999","97.011","97.012","95.632","7,35M","-0,01%"
"24.09.2020","97.012","95.735","97.955","95.653","9,33M","1,33%"
"23.09.2020","95.735","97.294","97.389","95.728","8,83M","-1,60%"
"22.09.2020","97.294","96.995","97.684","96.390","7,28M","0,31%"
"21.09.2020","96.991","98.283","98.283","95.820","9,74M","-1,32%"
"18.09.2020","98.290","100.098","100.102","98.045","11,37M","-1,81%"
"17.09.2020","100.098","99.674","100.251","98.562","7,86M","0,42%"
"16.09.2020","99.676","100.299","100.663","99.663","7,14M","-0,62%"
"15.09.2020","100.298","100.277","100.949","99.647","9,22M","0,02%"
"14.09.2020","100.275","98.367","100.520","98.367","8,18M","1,94%"
"11.09.2020","98.363","98.839","99.435","97.758","9,11M","-0,48%"
"10.09.2020","98.835","101.291","101.536","98.687","8,89M","-2,43%"
"09.09.2020","101.292","100.050","101.578","100.050","7,96M","1,24%"
"08.09.2020","100.050","101.239","101.239","99.373","8,48M","-1,18%"
"04.09.2020","101.242","100.733","101.582","98.961","11,33M","0,52%"
"03.09.2020","100.721","101.911","103.226","99.751","12,61M","-1,17%"
"02.09.2020","101.911","102.168","102.824","100.872","7,56M","-0,25%"
"01.09.2020","102.168","99.382","102.238","99.382","9,38M","2,82%"
"31.08.2020","99.369","102.142","102.142","99.369","12,23M","-2,72%"
"28.08.2020","102.143","100.631","102.347","100.631","7,67M","1,51%"
"27.08.2020","100.624","100.625","101.548","99.857","7,36M","0,00%"
"26.08.2020","100.627","102.119","102.521","99.359","9,86M","-1,46%"
"25.08.2020","102.118","102.293","102.708","101.623","8,19M","-0,18%"
"24.08.2020","102.298","101.525","102.515","101.525","7,72M","0,77%"
"21.08.2020","101.521","101.460","101.566","100.412","9,10M","0,05%"
"20.08.2020","101.468","100.853","101.749","99.131","9,40M","0,61%"
"19.08.2020","100.854","102.072","102.334","100.800","10,03M","-1,19%"
"18.08.2020","102.065","99.597","102.247","99.597","9,42M","2,48%"
"17.08.2020","99.595","101.348","101.689","98.513","10,82M","-1,73%"
"14.08.2020","101.353","100.469","101.717","100.445","8,58M","0,89%"
"13.08.2020","100.461","102.118","103.237","100.187","10,72M","-1,62%"
"12.08.2020","102.118","102.176","103.116","100.698","10,11M","-0,06%"
"11.08.2020","102.174","103.449","104.409","102.174","9,36M","-1,23%"
"10.08.2020","103.444","102.776","103.722","101.282","8,26M","0,65%"
"07.08.2020","102.776","104.116","104.126","101.957","10,34M","-1,30%"
"06.08.2020","104.126","102.795","104.523","102.795","9,69M","1,29%"
"05.08.2020","102.802","101.220","103.763","101.220","10,92M","1,57%"
"04.08.2020","101.216","102.826","103.012","100.005","12,03M","-1,57%"
"03.08.2020","102.830","102.913","103.863","102.304","10,90M","-0,08%"
"31.07.2020","102.912","105.010","105.462","102.642","12,93M","-2,00%"
"30.07.2020","105.009","105.605","105.607","103.920","9,59M","-0,56%"
"29.07.2020","105.605","104.112","105.704","104.112","9,24M","1,44%"
"28.07.2020","104.109","104.477","104.663","103.592","9,09M","-0,35%"
"27.07.2020","104.477","102.381","104.585","102.381","9,62M","2,05%"
"24.07.2020","102.382","102.292","102.694","100.859","9,80M","0,09%"
"23.07.2020","102.293","104.291","104.949","102.119","10,37M","-1,91%"
"22.07.2020","104.290","104.312","104.980","103.277","10,83M","-0,02%"
"21.07.2020","104.310","104.426","105.449","103.732","11,11M","-0,11%"
"20.07.2020","104.426","102.888","104.439","102.744","8,93M","1,49%"
"17.07.2020","102.888","100.554","103.017","100.554","10,43M","2,32%"
"16.07.2020","100.553","101.791","101.792","100.160","8,13M","-1,22%"
"15.07.2020","101.791","100.444","102.114","100.444","9,29M","1,34%"
"14.07.2020","100.440","98.699","100.632","98.289","10,02M","1,77%"
"13.07.2020","98.697","100.027","100.858","98.697","10,38M","-1,33%"
"10.07.2020","100.032","99.160","100.101","98.739","9,15M","0,88%"
"09.07.2020","99.160","99.770","100.191","98.861","9,47M","-0,61%"
"08.07.2020","99.770","97.765","99.973","97.765","9,14M","2,05%"
"07.07.2020","97.761","98.937","98.938","97.272","8,95M","-1,19%"
"06.07.2020","98.937","96.776","99.257","96.768","9,49M","2,24%"
"03.07.2020","96.765","96.237","96.765","95.803","5,35M","0,55%"
"02.07.2020","96.235","96.206","97.864","96.052","10,06M","0,03%"
"01.07.2020","96.203","95.062","96.852","95.062","10,16M","1,21%"
"30.06.2020","95.056","95.728","96.257","94.806","10,14M","-0,71%"
"29.06.2020","95.735","93.837","95.735","93.825","8,91M","2,03%"
"26.06.2020","93.834","95.979","95.979","93.514","8,44M","-2,24%"
"25.06.2020","95.983","94.382","96.260","94.152","8,70M","1,70%"
"24.06.2020","94.377","95.974","95.974","93.259","9,96M","-1,66%"
"23.06.2020","95.975","95.344","97.486","95.344","9,75M","0,67%"
"22.06.2020","95.336","96.572","96.870","94.869","8,26M","-1,28%"
"19.06.2020","96.572","96.138","97.540","95.874","13,13M","0,46%"
"18.06.2020","96.125","95.547","97.110","94.698","10,01M","0,60%"
"17.06.2020","95.547","93.531","96.611","93.531","11,13M","2,16%"
"16.06.2020","93.531","92.387","95.216","92.387","12,03M","1,25%"
"15.06.2020","92.376","92.780","93.112","90.148","13,32M","-0,45%"
"12.06.2020","92.795","94.677","94.703","90.811","12,79M","-2,00%"
"10.06.2020","94.686","96.747","97.646","94.665","11,74M","-2,13%"
"09.06.2020","96.747","97.644","97.644","95.386","11,29M","-0,92%"
"08.06.2020","97.645","94.640","97.693","94.635","11,10M","3,18%"
"05.06.2020","94.637","93.839","97.356","93.839","13,32M","0,86%"
"04.06.2020","93.829","92.993","94.132","92.221","11,49M","0,89%"
"03.06.2020","93.002","91.048","93.710","91.048","15,14M","2,15%"
"02.06.2020","91.046","88.622","91.046","88.622","11,83M","2,74%"
"01.06.2020","88.620","87.395","89.019","86.837","9,85M","1,39%"
"29.05.2020","87.403","86.951","87.410","85.384","16,55M","0,52%"
"28.05.2020","86.949","87.946","88.091","86.767","10,12M","-1,13%"
"27.05.2020","87.946","85.468","87.946","85.468","11,21M","2,90%"
"26.05.2020","85.469","85.668","87.333","85.396","12,03M","-0,23%"
"25.05.2020","85.663","82.198","85.876","82.193","8,76M","4,25%"
"22.05.2020","82.173","83.027","83.027","81.669","9,28M","-1,03%"
"21.05.2020","83.027","81.320","83.309","81.317","11,40M","2,10%"
"20.05.2020","81.319","80.747","82.290","80.740","9,52M","0,71%"
"19.05.2020","80.742","81.197","82.175","80.647","10,74M","-0,56%"
"18.05.2020","81.194","77.576","81.420","77.571","11,53M","4,69%"
"15.05.2020","77.557","79.011","79.538","77.426","11,72M","-1,84%"
"14.05.2020","79.011","77.770","79.011","75.697","13,82M","1,59%"
"13.05.2020","77.772","77.877","78.911","77.152","11,58M","-0,13%"
"12.05.2020","77.872","79.065","80.344","77.872","10,25M","-1,51%"
"11.05.2020","79.065","80.263","80.723","78.994","9,78M","-1,49%"
"08.05.2020","80.263","78.152","80.557","78.152","10,73M","2,75%"
"07.05.2020","78.119","79.072","80.061","78.061","13,81M","-1,20%"
"06.05.2020","79.064","79.473","79.996","78.056","9,78M","-0,51%"
"05.05.2020","79.471","78.887","81.066","78.886","9,15M","0,75%"
"04.05.2020","78.876","80.501","80.502","77.640","8,59M","-2,02%"
"30.04.2020","80.506","83.169","83.169","80.168","11,80M","-3,20%"
"29.04.2020","83.171","81.313","83.598","81.313","11,72M","2,29%"
"28.04.2020","81.312","78.243","81.427","78.243","12,94M","3,93%"
"27.04.2020","78.239","75.334","78.563","75.327","10,66M","3,86%"
"24.04.2020","75.331","79.667","79.667","72.041","16,53M","-5,45%"
"23.04.2020","79.673","80.690","81.934","78.622","10,82M","-1,26%"
"22.04.2020","80.687","78.973","81.184","78.973","9,85M","2,17%"
"20.04.2020","78.973","78.989","80.106","76.943","8,87M","-0,02%"
"17.04.2020","78.990","77.817","79.846","77.754","8,32M","1,51%"
"16.04.2020","77.812","78.837","80.167","77.452","9,03M","-1,29%"
"15.04.2020","78.831","79.911","80.035","77.546","9,76M","-1,36%"
"14.04.2020","79.918","78.848","81.668","78.848","8,59M","1,37%"
"13.04.2020","78.836","77.682","78.836","76.405","7,65M","1,49%"
"09.04.2020","77.682","78.640","80.428","77.457","10,75M","-1,20%"
"08.04.2020","78.625","76.335","79.058","76.115","10,21M","2,97%"
"07.04.2020","76.358","74.078","79.855","74.078","11,29M","3,08%"
"06.04.2020","74.073","69.556","75.260","69.556","9,69M","6,52%"
"03.04.2020","69.538","72.241","72.241","67.802","10,41M","-3,76%"
"02.04.2020","72.253","70.969","73.861","70.957","10,54M","1,81%"
"01.04.2020","70.967","73.011","73.011","69.569","10,09M","-2,81%"
"31.03.2020","73.020","74.629","75.511","72.385","11,14M","-2,17%"
"30.03.2020","74.639","73.431","75.430","73.184","9,03M","1,65%"
"27.03.2020","73.429","77.708","77.708","73.057","10,30M","-5,51%"
"26.03.2020","77.710","74.956","78.846","74.923","12,76M","3,67%"
"25.03.2020","74.956","69.727","76.714","69.360","12,95M","7,50%"
"24.03.2020","69.729","63.604","71.535","63.604","11,68M","9,69%"
"23.03.2020","63.570","67.067","67.604","62.161","11,96M","-5,22%"
"20.03.2020","67.069","68.344","72.247","66.120","15,15M","-1,85%"
"19.03.2020","68.332","66.883","70.071","61.691","16,14M","2,15%"
"18.03.2020","66.895","74.576","74.576","63.547","16,75M","-10,35%"
"17.03.2020","74.617","71.178","77.255","70.783","14,95M","4,85%"
"16.03.2020","71.168","82.565","82.565","70.855","12,85M","-13,92%"
"13.03.2020","82.678","72.621","83.758","72.621","15,77M","13,91%"
"12.03.2020","72.583","85.103","85.103","68.488","12,01M","-14,78%"
"11.03.2020","85.171","92.202","92.202","80.796","11,79M","-7,64%"
"10.03.2020","92.214","86.071","92.230","86.071","13,53M","7,14%"
"09.03.2020","86.067","97.982","97.982","85.880","14,65M","-12,17%"
"06.03.2020","97.997","102.231","102.231","96.886","11,86M","-4,14%"
"05.03.2020","102.233","107.217","107.217","100.536","8,60M","-4,65%"
"04.03.2020","107.224","105.540","107.809","105.042","8,41M","1,60%"
"03.03.2020","105.537","106.630","108.804","104.405","9,39M","-1,02%"
"02.03.2020","106.625","104.260","107.220","103.779","8,86M","2,36%"
"28.02.2020","104.172","102.984","104.172","99.951","11,23M","1,15%"
"27.02.2020","102.984","105.711","106.656","102.984","11,24M","-2,59%"
"26.02.2020","105.718","113.647","113.647","105.053","9,37M","-7,00%"
"21.02.2020","113.681","114.585","114.585","112.661","5,90M","-0,79%"
"20.02.2020","114.586","116.518","116.552","114.379","6,79M","-1,66%"
"19.02.2020","116.518","114.982","116.545","114.774","6,33M","1,34%"
"18.02.2020","114.977","115.309","115.309","113.532","5,55M","-0,29%"
"17.02.2020","115.309","114.381","115.696","114.381","4,36M","0,81%"
"14.02.2020","114.381","115.663","115.663","114.132","5,34M","-1,11%"
"13.02.2020","115.662","116.660","116.660","114.801","5,64M","-0,87%"
"12.02.2020","116.674","115.371","117.581","115.371","8,16M","1,13%"
"11.02.2020","115.371","112.574","115.576","112.574","6,77M","2,49%"
"10.02.2020","112.570","113.771","114.176","112.134","7,49M","-1,05%"
"07.02.2020","113.770","115.190","115.190","113.769","6,59M","-1,23%"
"06.02.2020","115.190","116.033","117.382","114.723","7,38M","-0,72%"
"05.02.2020","116.028","115.563","117.701","115.562","7,17M","0,41%"
"04.02.2020","115.557","114.631","116.556","114.631","5,83M","0,81%"
"03.02.2020","114.629","113.761","115.299","113.467","5,51M","0,76%"
"31.01.2020","113.761","115.518","115.518","113.148","6,22M","-1,53%"
"30.01.2020","115.528","115.375","115.528","112.825","6,32M","0,12%"
"29.01.2020","115.385","116.494","117.171","115.164","5,10M","-0,94%"
"28.01.2020","116.479","114.482","116.797","114.475","5,23M","1,74%"
"27.01.2020","114.482","118.347","118.347","114.376","6,10M","-3,29%"
"24.01.2020","118.376","119.528","119.593","118.108","4,78M","-0,96%"
"23.01.2020","119.528","118.391","119.535","116.906","6,57M","0,96%"
"22.01.2020","118.391","117.035","118.401","117.035","5,77M","1,17%"
"21.01.2020","117.026","118.861","118.861","117.026","5,09M","-1,54%"
"20.01.2020","118.862","118.478","118.862","117.928","3,84M","0,32%"
"17.01.2020","118.478","116.710","118.479","116.710","4,95M","1,52%"
"16.01.2020","116.704","116.415","117.106","115.961","5,42M","0,25%"
"15.01.2020","116.414","117.632","117.632","116.188","5,57M","-1,04%"
"14.01.2020","117.632","117.325","117.705","116.610","5,36M","0,26%"
"13.01.2020","117.325","115.503","117.333","115.503","5,69M","1,58%"
"10.01.2020","115.503","115.948","116.745","114.952","4,78M","-0,38%"
"09.01.2020","115.947","116.248","116.820","115.411","5,95M","-0,26%"
"08.01.2020","116.247","116.667","117.335","115.693","5,91M","-0,36%"
"07.01.2020","116.662","116.872","117.076","115.965","4,85M","-0,18%"
"06.01.2020","116.878","117.707","117.707","116.269","6,57M","-0,70%"
"03.01.2020","117.707","118.564","118.792","117.341","6,83M","-0,73%"
"02.01.2020","118.573","115.652","118.573","115.649","5,16M","2,53%"
